,0,1,2
304,Department For,Labour Party,14
305,Department For,Facebook,14
306,A European Council Donald Tusk,Party A Social Democrats,14
307,National Health Service,Twitter,14
308,Parliament A Country,Twitter,14
309,Parliament A Country,United Kingdom Parliament,14
310,European Commission,Party A Social Democrats,14
311,A European Council Donald Tusk,European Union,14
312,Department For,Ministry Of Justice,14
313,It To Be Run A Office,United Kingdom Party,14
314,A European Council Donald Tusk,Twitter,14
315,Green Mps In Parliament,Labour Party,14
316,European Commission,Michael A Office,14
317,Health Andy,Michael A Office,14
318,Parliament A Country,Party A Social Democrats,14
319,Health Andy,Parliament A Country,14
320,European Union,It To Be Run A Office,14
321,It To Be Run A Office,Twitter,14
322,Facebook,Shell,14
323,Party A Social Democrats,United Kingdom Parliament,14
324,A European Council Donald Tusk,Health Andy,14
325,Cabinet Office,Department For,14
326,European Commission,It To Be Run A Office,14
327,United States,Us Congress,14
328,European Council,European Union,14
329,Cnn,European Union,14
330,It To Be Run A Office,Michael A Office,14
331,Health Andy,United Kingdom Parliament,14
332,Culture Committee,Ministry Of Justice,13
333,John Penrose To Cabinet Office,Labour Party,13
334,Davis Commission,Shell,13
335,Defence Committee,Institute Of Economic Affairs,13
336,Defence Committee,Department For Education,13
337,Davis Commission,Territorial Army,13
338,Facebook,Google,13
339,John Penrose To Cabinet Office,Ministry Of Justice,13
340,Cabinet Office,Institute Of Economic Affairs,13
341,Cabinet Office,Shell,13
342,Ben Gummer To Health,Davis Commission,13
343,Department Of The Environment,Ministry Of Justice,13
344,Labour Party,Supreme Court,13
345,Institute Of Economic Affairs,Ministry Of Justice,13
346,Department For Education,Shell,13
347,Davis Commission,Defence Committee,13
348,Commons Culture Committee,Facebook,13
349,European Central Bank,International Monetary Fund,13
350,Labour Party,National Executive Council,13
351,Department Of The Environment,John Penrose To Cabinet Office,13
352,Commons Culture Committee,Ministry Of Justice,13
353,Ben Gummer To Health,Culture Committee,13
354,United States,Youtube,13
355,Cabinet Office,Culture Committee,13
356,Foreign Office,United States,13
357,Ben Gummer To Health,Institute Of Economic Affairs,13
358,Davis Commission,Department For,13
359,Defence Committee,Labour Party,13
360,John Penrose To Cabinet Office,Shell,13
361,Ben Gummer To Health,Labour Party,13
362,Davis Commission,Department Of The Environment,13
363,Department For Education,Territorial Army,13
364,Commons Culture Committee,Defence Committee,13
365,Ben Gummer To Health,Facebook,13
366,Culture Committee,Department For Education,13
367,Department Of The Environment,Labour Party,13
368,Cabinet Office,Commons Culture Committee,13
369,Department Of The Environment,Facebook,13
370,Defence Committee,Shell,13
371,Department Of The Environment,Institute Of Economic Affairs,13
372,Ben Gummer To Health,John Penrose To Cabinet Office,13
373,Ben Gummer To Health,Cabinet Office,13
374,Culture Committee,Institute Of Economic Affairs,13
375,Labour Party,National Shop Stewards Network,13
376,Department For Education,Institute Of Economic Affairs,13
377,Facebook,John Penrose To Cabinet Office,13
378,Bloomberg,Labour Party,13
379,Defence Committee,Facebook,13
380,British Medical Association,National Insurance,13
381,Labour Party,Territorial Army,13
382,Ben Gummer To Health,Shell,13
383,Institute Of Economic Affairs,Territorial Army,13
384,Facebook,Territorial Army,13
385,Britain Labour Party,Reuters,13
386,Department For Education,Department Of The Environment,13
387,Department For Education,John Penrose To Cabinet Office,13
388,Department Of The Environment,Shell,13
389,Commons Culture Committee,Shell,13
390,Davis Commission,Facebook,13
391,Culture Committee,Facebook,13
392,Ben Gummer To Health,Commons Culture Committee,13
393,Facebook,Institute Of Economic Affairs,13
394,John Penrose To Cabinet Office,Territorial Army,13
395,Defence Committee,Department For,13
396,Commons Culture Committee,Institute Of Economic Affairs,13
397,Defence Committee,Department Of The Environment,13
398,Department For,Territorial Army,13
399,Defence Committee,Ministry Of Justice,13
0,Andy Burnham,Labour Party,3614
1,Ed Miliband,Labour Party,2875
2,Jeremy Corbyn,Labour Party,2027
3,Harriet Harman,Labour Party,1269
4,David Cameron,Labour Party,933
5,Chuka Umunna,Labour Party,870
6,Gordon Brown,Labour Party,755
7,Andy Burnham,Twitter,656
8,David Cameron,Twitter,565
9,George Osborne,Labour Party,553
10,Liz Kendall,Twitter,538
11,Liz Kendall,Parliamentary Labour Party,537
12,Andy Burnham,Parliamentary Labour Party,512
13,Jim Murphy,Labour Party,510
14,David Miliband,Labour Party,489
15,Ed Miliband,Parliamentary Labour Party,483
16,Ed Miliband,Twitter,471
17,David Cameron,European Union,450
18,Andy Burnham,Parliamentary Standards Authority Ipsa,441
19,David Cameron,Parliamentary Standards Authority Ipsa,440
20,Ed Miliband,Scottish National Party,415
21,Liz Kendall,Parliamentary Standards Authority Ipsa,414
22,George Osborne,National Living Wage,398
23,Andy Burnham,European Union,396
24,Harriet Harman,Twitter,387
25,Jeremy Corbyn,National Living Wage,380
26,Jeremy Corbyn,Parliamentary Labour Party,371
27,Chuka Umunna,Twitter,370
28,Nicky Morgan,Parliamentary Standards Authority Ipsa,368
29,Tony Blair,Twitter,367
30,Liz Kendall,National Executive Committee,362
31,Harriet Harman,National Living Wage,356
32,Chuka Umunna,National Executive Committee,356
33,Gordon Brown,Twitter,348
34,Ed Miliband,National Executive Committee,345
35,Harriet Harman,National Executive Committee,343
36,Andy Burnham,National Executive Committee,341
37,Ed Miliband,European Union,334
38,Andy Burnham,Scottish National Party,332
39,Dan Jarvis,National Executive Committee,327
40,Andy Burnham,National Living Wage,326
41,Dan Jarvis,Twitter,325
42,John Mann,Twitter,323
43,David Cameron,National Living Wage,320
44,Diane Abbott,Labour Party,318
45,Gordon Brown,National Executive Committee,305
46,David Miliband,National Executive Committee,304
47,David Miliband,Twitter,302
48,Margaret Hodge,Parliamentary Labour Party,300
49,David Cameron,National Executive Committee,296
50,John Mann,National Executive Committee,295
51,Tom Watson,Twitter,294
52,David Cameron,Green Party,280
53,Alan Johnson,Campaign Group,278
54,Liz Kendall,Scottish National Party,274
55,Andy Burnham,Association Ltd,274
56,Chris Leslie,Labour Party,271
57,Jeremy Corbyn,National Health Service,268
58,Ed Miliband,National Living Wage,261
59,Jeremy Corbyn,People Assembly,246
60,Jeremy Corbyn,Union Jack,242
61,Jeremy Corbyn,Royal Bank,242
62,David Bowie,National Health Service,240
63,David Bowie,Union Jack,240
64,David Bowie,Royal Bank,239
65,Jeremy Corbyn,Scottish National Party,234
66,Douglas Alexander,Labour Party,226
67,Andy Burnham,Shadow Health,222
68,George Osborne,Institute For Fiscal Studies,214
69,Dan Jarvis,Labour Party,208
70,Len Mccluskey,People Assembly,207
71,Harriet Harman,Institute For Fiscal Studies,206
72,Gordon Brown,Scottish National Party,203
73,Ed Miliband,Queen Mary University Of London,203
74,Andy Burnham,Queen Mary University Of London,202
75,Liz Kendall,Queen Mary University Of London,201
76,Gordon Brown,Queen Mary University Of London,200
77,Andy Burnham,International Development,199
78,John Mann,Labour Party,197
79,Jeremy Corbyn,War Coalition,192
80,Liz Kendall,Office For Budget Responsibility,192
81,David Cameron,International Development,186
82,Chuka Umunna,Parliamentary Labour Party,185
83,Jeremy Corbyn,Singer Charlotte Church,183
84,Blairite Liz Kendall,Labour Party,180
85,Andy Burnham,Office For Budget Responsibility,179
86,Liz Kendall,Public Accounts Committee,179
87,Margaret Hodge,Public Accounts Committee,179
88,Ed Miliband,Public Accounts Committee,178
89,Andy Burnham,Public Accounts Committee,177
90,Hilary Benn,Public Accounts Committee,175
91,Len Mccluskey,Singer Charlotte Church,175
92,Hilary Benn,Parliamentary Labour Party,175
93,Jeremy Corbyn,Public Accounts Committee,175
94,Jeremy Corbyn,Office For Budget Responsibility,174
95,Len Mccluskey,War Coalition,171
96,Ed Miliband,Office For Budget Responsibility,171
97,Hilary Benn,Labour Party,171
98,Alastair Campbell,Twitter,171
99,Caroline Lucas,People Assembly,170
100,Jeremy Corbyn,People Assembly Against Austerity,170
101,Andy Burnham,Welsh Assembly,170
102,David Cameron,Scottish National Party,169
103,Ed Miliband,Welsh Assembly,169
104,Sam Fairbairn,Singer Charlotte Church,167
105,Caroline Lucas,Labour Party,165
106,Blairite Liz Kendall,Welsh Assembly,164
107,Sam Fairbairn,War Coalition,163
108,Kate Hudson,Singer Charlotte Church,163
109,David Cameron,People Assembly Against Austerity,162
110,Kate Hudson,War Coalition,162
111,Kate Hudson,People Assembly,161
112,Sinn Fein Martin Mcguinness,War Coalition,161
113,Ed Miliband,Scottish Parliament Ms Kendall,160
114,David Cameron,Institute For Fiscal Studies,160
115,Ben Bradshaw Exeter,Public Accounts Committee,159
116,Ben Bradshaw Exeter,Parliamentary Labour Party,159
117,Andy Burnham,Scottish Parliament Ms Kendall,158
118,Blairite Liz Kendall,Scottish Parliament Ms Kendall,158
119,Liz Kendall,Shadow Health,155
120,Caroline Lucas,Singer Charlotte Church,152
121,Andy Burnham,Electoral Reform Society,152
122,Andy Burnham,Institute For Fiscal Studies,151
123,Caroline Lucas,War Coalition,151
124,Diane Abbott,National Living Wage,150
125,Ian Kennedy,Parliamentary Standards Authority Ipsa,150
126,Ed Miliband,Electoral Reform Society,150
127,Alastair Campbell,National Executive Committee,150
128,John Mann,Parliamentary Labour Party,150
129,Andy Burnham,Facebook,149
130,James Morris,Labour Party,149
131,Jeremy Corbyn,Twitter,149
132,Gordon Brown,Parliamentary Labour Party,146
133,David Cameron,National Health Service,146
134,Alan Johnson,Supreme Court,144
135,Andy Burnham,Parliamentary Standards Authority,142
136,Jeremy Corbyn,Parliament Sq,141
137,Alex Diaz,Union Jack,141
138,Alex Diaz,Charlotte Church,141
139,Chuka Umunna,European Union,141
140,Jeremy Corbyn,Parliament Square,141
141,David Bowie,Parliament Sq,141
142,Alex Diaz,Parliament Sq,141
143,Alex Diaz,National Health Service,141
144,Alex Diaz,Royal Bank,141
145,David Miliband,Parliamentary Labour Party,139
146,David Cameron,Reuters,138
147,Ed Miliband,Green Party,135
148,Andy Burnham,British Medical Association,133
149,David Cameron,Parliamentary Standards Authority,133
150,Barry Sheerman,Labour Party,132
151,Andy Burnham,Reuters,130
152,Kate Hudson,Labour Party,129
153,Gordon Brown,Supreme Court,127
154,Chuka Umunna,Labour National Executive Committee,127
155,Barry Sheerman,Parliamentary Labour Party,126
156,Commons Marina Prentoulis,People Assembly,126
157,Jon Cruddas,Labour Party,126
158,Commons Marina Prentoulis,War Coalition,126
159,Commons Marina Prentoulis,Singer Charlotte Church,126
160,Commons Marina Prentoulis,Labour Party,126
161,Harriet Harman,Labour National Executive Committee,125
162,John Cryer,Parliamentary Labour Party,125
163,Ed Miliband,Shadow Health,125
164,John Cryer,Labour Party,124
165,Boris Johnson,European Union,124
166,George Howarth,Parliamentary Labour Party,124
167,Jim Fitzpatrick,Parliamentary Labour Party,124
168,George Howarth,Labour Party,124
169,Jim Fitzpatrick,Labour Party,124
170,Dan Jarvis,Labour National Executive Committee,121
171,Gordon Brown,Labour National Executive Committee,120
172,Ed Miliband,Labour National Executive Committee,118
173,Ed Miliband,Reuters,118
174,Andy Burnham,Royal College Of Nursing,117
175,Ed Miliband,Facebook,117
176,David Cameron,Labour National Executive Committee,116
177,Ben Bradshaw,Supreme Court,116
178,Peter Carter,Royal College Of Nursing,116
179,David Cameron,Parliament Square,116
180,Andy Burnham,Green Party,115
181,Harriet Harman,Parliamentary Labour Party,114
182,Mark Porter,Royal College Of Nursing,113
183,Jeremy Corbyn,Queen Mary University Of London,112
184,David Cameron,Office For Budget Responsibility,112
185,Harriet Harman,Opening Of Parliament,111
186,Ed Miliband,Institute For Fiscal Studies,111
187,Liz Kendall,Opening Of Parliament,111
188,Hilary Benn,Royal Commission,109
189,Pete Wishart,Royal Commission,109
190,Harriet Harman,Royal Commission,109
191,Hilary Benn,Opening Of Parliament,109
192,Liz Kendall,Royal Commission,109
193,Andy Burnham,Associated Press,109
194,Queen Elizabeth,Royal Commission,109
195,Alex Salmond,Opening Of Parliament,106
196,Alan Johnson,Labour National Executive Committee,105
197,Chris Leslie,Parliamentary Labour Party,104
198,Chuka Umunna,Scottish National Party,104
199,David Cameron,Opening Of Parliament,103
200,Mary Creagh,Office For Budget Responsibility,102
201,Andy Burnham,Britain Labour Party,102
202,John Bercow,Opening Of Parliament,101
203,John Hutton,Labour National Executive Committee,101
204,Neil Kinnock,Parliamentary Labour Party,101
205,Andy Burnham,United States,100
206,Margaret Thatcher,National Health Service,100
207,Alistair Carmichael,Royal Commission,99
208,Nick Clegg,Scottish National Party,99
209,John Bercow,Royal Commission,99
210,Chuka Umunna,Facebook,99
211,Alex Salmond,Royal Commission,99
212,Nick Clegg,Royal Commission,99
213,Gerald Kaufman,Opening Of Parliament,99
214,Gerald Kaufman,Royal Commission,99
215,Manchester Gorton,Opening Of Parliament,99
216,Nick Clegg,Opening Of Parliament,99
217,Manchester Gorton,Royal Commission,99
218,Alistair Carmichael,Opening Of Parliament,99
219,David Cameron,Royal Bank,98
220,David Cameron,Union Jack,98
221,Jim Murphy,Office For Budget Responsibility,98
222,David Cameron,Royal Commission,97
223,George Osborne,Twitter,97
224,Margaret Thatcher,People Assembly Against Austerity,97
225,Margaret Thatcher,Royal Bank,96
226,Nigel Farage,Twitter,95
227,Margaret Thatcher,Union Jack,95
228,David Bowie,People Assembly Against Austerity,95
229,George Osborne,Green Party,94
230,Stella Creasy,Twitter,94
231,Nigel Farage,Scottish National Party,92
232,David Cameron,European Parliament,91
233,Andy Burnham,International Rescue Committee,90
234,Andy Burnham,University Of Edinburgh,90
235,Chuka Umunna,Queen Mary University Of London,90
236,Jim Murphy,Queen Mary University Of London,89
237,Liz Kendall,Reuters,89
238,Jim Murphy,University Of Edinburgh,89
239,Boris Johnson,Green Party,89
240,Gordon Brown,University Of Edinburgh,88
241,Andy Burnham,Commons Member Expenses Committee,88
242,Chuka Umunna,University Of Edinburgh,88
243,Boris Johnson,Labour Party,88
244,Daniel Kenealy,Queen Mary University Of London,88
245,Liz Kendall,University Of Edinburgh,88
246,Harriet Harman,Queen Mary University Of London,88
247,Len Mccluskey,University Of Edinburgh,88
248,Ed Miliband,University Of Edinburgh,88
249,Daniel Kenealy,Labour Party,88
250,Mark Ferguson,University Of Edinburgh,88
251,Tony Blair,University Of Edinburgh,88
252,Len Mccluskey,Queen Mary University Of London,88
253,Mark Ferguson,Queen Mary University Of London,88
254,Daniel Kenealy,University Of Edinburgh,88
255,Andy Burnham,European Parliament,87
256,Margaret Thatcher,Parliament Square,87
257,Harriet Harman,University Of Edinburgh,87
258,David Bowie,Parliament Square,87
259,Jeremy Corbyn,United States,86
260,Adam Afriyie,Commons Member Expenses Committee,86
261,Adam Afriyie,Parliamentary Standards Authority,86
262,Ed Miliband,International Rescue Committee,85
263,Andy Burnham,Cnn,84
264,Boris Johnson,Scottish National Party,84
265,Caroline Lucas,Green Party,83
266,David Cameron,Union Congress,82
267,David Miliband,International Rescue Committee,81
268,Ed Miliband,English Labour Party,81
269,Ed Miliband,Yougov,81
270,Caroline Lucas,European Union,79
271,Jeremy Corbyn,Reuters,79
272,Gordon Brown,Office For Budget Responsibility,79
273,David Cameron,Yougov,79
274,Gordon Brown,Prince Regeneration,77
275,John Prescott,Labour Party,77
276,Gordon Brown,My Regeneration,77
277,David Cameron,United States,75
278,Caroline Lucas,Scottish National Party,75
279,David Cameron,Foreign Office,75
280,Ben Bradshaw,Labour Party,72
281,Jeremy Corbyn,Union Congress,71
282,Helen Goodman,Labour Party,71
283,Margaret Hodge,Office For Budget Responsibility,71
284,Jonathan Brady,Labour Party,71
285,David Miliband,Office For Budget Responsibility,70
286,Natalie Bennett,Scottish National Party,69
287,Andy Burnham,Foreign Office,69
288,Barry Sheerman,Office For Budget Responsibility,69
289,Jim Fitzpatrick,Office For Budget Responsibility,69
290,Neil Kinnock,Office For Budget Responsibility,69
291,John Cryer,Office For Budget Responsibility,69
292,John Mann,Office For Budget Responsibility,69
293,George Howarth,Office For Budget Responsibility,69
294,David Cameron,English Labour Party,69
295,Chris Leslie,Office For Budget Responsibility,69
296,George Osborne,People Assembly Against Austerity,68
297,Mary Creagh,Twitter,67
298,Alan Johnson,My Regeneration,67
299,Alan Johnson,Prince Regeneration,67
300,David Cameron,Facebook,67
301,Liz Kendall,United States,66
302,Ben Bradshaw,My Regeneration,66
303,Alan Johnson,Labour Party,66
304,Darren Hall,European Union,65
305,Ed Miliband,Green Mps In Parliament,65
306,Chris Beauchamp,European Union,65
307,Chuka Umunna,Shadow Health,65
308,Darren Hall,Green Mps In Parliament,65
309,David Cameron,Green Mps In Parliament,65
310,Chris Beauchamp,Green Party,65
311,Caroline Lucas,Green Mps In Parliament,65
312,Boris Johnson,Green Mps In Parliament,65
313,Andy Burnham,Investment Partnership,65
314,Ben Bradshaw,Prince Regeneration,65
315,Chris Beauchamp,Green Mps In Parliament,65
316,Darren Hall,Green Party,65
317,Ed Miliband,United States,64
318,Harriet Harman,National Insurance,64
319,Chris Beauchamp,Scottish National Party,64
320,Paul Nuttall,Scottish National Party,64
321,George Osborne,Union Congress,64
322,George Osborne,Parliamentary Labour Party,64
323,Darren Hall,Scottish National Party,64
324,Ed Miliband,Opening Of Parliament,63
325,Andy Burnham,Charlotte Church,63
326,George Osborne,National Insurance,62
327,Ed Miliband,Royal Commission,62
328,Boris Johnson,Twitter,62
329,Angus Robertson,Opening Of Parliament,62
330,Jeremy Corbyn,National Insurance,62
331,David Cameron,Investment Partnership,62
332,George Cross,Labour Party,62
333,Michael Dugher,Parliamentary Labour Party,61
334,Dan Jarvis,European Union,61
335,Boris Johnson,Yougov,60
336,Bernd Lange,Twitter,60
337,Bernd Lange,Ep European Parliament,60
338,Emma Mcclarkin,European Parliament,60
339,Angus Robertson,Royal Commission,60
340,David Cameron,Ep European Parliament,60
341,Jonathan Ashworth,Parliamentary Labour Party,60
342,Andy Burnham,Ep European Parliament,60
343,Nick Clegg,Twitter,59
344,Emma Ginn,Home Office,59
345,Nigel Farage,Yougov,58
346,Jeremy Corbyn,Shadow Health,58
347,David Miliband,It Scotland Parliament,58
348,Nick Clegg,Yougov,58
349,Andy Burnham,United Kingdom Independence Party,58
350,Emma Ginn,Serco,58
351,Lynne Cameron,Scottish National Party,58
352,Emma Mcclarkin,Green Party,58
353,Bernd Lange,European Parliament,58
354,Ed Miliband,United Kingdom Independence Party,57
355,Andy Burnham,Scottish Labour Party,56
356,Emma Mcclarkin,Ep European Parliament,56
357,Emma Mcclarkin,Twitter,56
358,David Cameron,European Commission,55
359,Emma Mcclarkin,Investment Partnership,55
360,Keith Taylor,Twitter,54
361,Bernd Lange,Green Party,54
362,Martin Schulz,Twitter,54
363,Andy Burnham,National Union Of Students,54
364,Andy Burnham,National Insurance,54
365,Jonathan Brady,Scottish National Party,53
366,Ed Miliband,Scottish Parliament,53
367,George Osborne,Parliamentary Standards Authority Ipsa,53
368,Bernd Lange,Investment Partnership,53
369,David Cameron,King Fund,53
370,John Prescott,Parliamentary Labour Party,53
371,Andy Burnham,National Health Service,52
372,Chuka Umunna,Reuters,52
373,Andrew Neil,European Union,52
374,Douglas Carswell,Opening Of Parliament,52
375,Caroline Flint,Labour Party,52
376,George Osborne,International Development,51
377,Eilidh Whiteford,National Living Wage,51
378,Caroline Flint,Supreme Court,51
379,Andy Burnham,Supreme Court,51
380,Eilidh Whiteford,Institute For Fiscal Studies,51
381,Dennis Skinner,Opening Of Parliament,51
382,George Osborne,National Union Of Students,51
383,Mary Creagh,Shadow Health,50
384,Douglas Alexander,European Union,50
385,Tony Blair,United States,50
386,Ian Kennedy,International Development,50
387,Liz Kendall,National Insurance,50
388,Liz Kendall,National Union Of Students,49
389,David Cameron,European Party,49
390,Andy Burnham,European Party,49
391,David Cameron,Scottish Parliament,49
392,Ed Miliband,New York Times,49
393,Andy Burnham,Scottish Parliament,48
394,David Cameron,Even The Police,48
395,Liz Kendall,Parliamentary Standards Authority,48
396,David Cameron,Shadow Health,48
397,Andrew Neil,Green Party,48
398,George Osborne,Scottish Parliament,47
399,Jim Murphy,Scottish Labour Party,47
